CustomerId,Recency,Frequency,Monetary
CustomerId_4273,-90,61,902893
CustomerId_4274,-87,28,98580
CustomerId_4275,-4,7,2595000
CustomerId_4276,-3,2,1500
CustomerId_4277,-78,7,32000
CustomerId_4279,-67,18,25750
CustomerId_428,-84,18,314800
CustomerId_4280,-89,7,6200
CustomerId_4281,-72,8,61000
CustomerId_4282,-85,2,1500
CustomerId_4283,-71,7,48000
CustomerId_4287,-4,1,10000
CustomerId_4288,-6,2,2100
CustomerId_4289,-90,20,152000
CustomerId_429,-61,1,1000
CustomerId_4290,-61,1,1000
CustomerId_4291,-57,6,32000
CustomerId_4294,-71,53,137008
CustomerId_4297,-67,1,1000
CustomerId_4298,-76,6,3570
CustomerId_4299,-43,5,31000
CustomerId_4300,-57,7,32000
CustomerId_4301,-51,3,2500
CustomerId_4302,-30,3,86000
CustomerId_4304,-15,8,41000
CustomerId_4305,-87,36,48157
CustomerId_4308,-72,1,500
CustomerId_4309,-60,34,76550
CustomerId_431,-12,9,5200
CustomerId_4310,-40,5,6300
CustomerId_4311,-89,52,331590
CustomerId_4312,-90,127,191165
CustomerId_4313,-15,1,10000
CustomerId_4314,-71,94,197322
CustomerId_4315,-90,129,1410117
CustomerId_4317,-34,2,260000
CustomerId_4318,-77,30,233700
CustomerId_4319,-90,225,475283
CustomerId_432,-68,3,2020
CustomerId_4321,-57,1,10000
CustomerId_4322,-85,17,78013
CustomerId_4323,-84,22,13870
CustomerId_4324,-81,54,85975
CustomerId_4325,-15,6,61400
CustomerId_4326,-82,12,48820
CustomerId_4327,-60,5,2500
CustomerId_4328,-54,14,107976
CustomerId_4329,-88,1,2000
CustomerId_433,-45,1,1000
CustomerId_4330,-84,27,13150
CustomerId_4332,-54,1,20000
CustomerId_4333,-87,120,292272
CustomerId_4334,-54,11,10500
CustomerId_4335,-61,3,1510
CustomerId_4336,-36,338,472771
CustomerId_4337,-71,27,371700
CustomerId_4338,-85,12,12140
CustomerId_4340,-86,3,14000
CustomerId_4341,-21,3,3040
CustomerId_4342,-29,3,20000
CustomerId_4343,-38,9,447519
CustomerId_4344,-8,3,470000
CustomerId_4346,-77,75,94676
CustomerId_4347,-88,70,275025
CustomerId_4348,-90,7,23764
CustomerId_4349,-42,60,74935
CustomerId_435,-53,3,4500
CustomerId_4351,-4,10,6060
CustomerId_4353,-77,26,34721
CustomerId_4355,-86,4,2300
CustomerId_4356,-66,4,4040
CustomerId_4357,-89,46,46748
CustomerId_4358,-30,6,2520
CustomerId_436,-90,19,142000
CustomerId_4360,-85,5,32000
CustomerId_4361,-6,1,50000
CustomerId_4362,-53,1,2000
CustomerId_4363,-72,22,87210
CustomerId_4364,-50,53,83250
CustomerId_4365,-78,6,32000
CustomerId_4367,-89,3,1500
CustomerId_4368,-41,7,37000
CustomerId_4369,-85,1,2000
CustomerId_437,-47,5,24785
CustomerId_4370,-73,18,22654
CustomerId_4371,-90,294,3067560
CustomerId_4373,-88,2,73000
CustomerId_4374,-78,9,62000
CustomerId_4376,-37,5,24000
CustomerId_4377,-64,1,10000
CustomerId_4378,-33,3,7500
CustomerId_4379,-90,6,4600
CustomerId_4380,-78,24,128354
CustomerId_4381,-78,5,31000
CustomerId_4382,-17,1,500
CustomerId_4383,-88,37,85250
CustomerId_4384,-89,119,142424
CustomerId_4386,-4,3,1500
CustomerId_4387,-57,6,42000
CustomerId_4388,-85,7,62000
CustomerId_4389,-85,6,42000
CustomerId_4390,-81,19,36503
CustomerId_4391,-6,19,5890040
CustomerId_4392,-85,39,253820
CustomerId_4393,-86,21,11560
CustomerId_4394,-51,1,20000
CustomerId_4395,-83,31,75805
CustomerId_4396,-83,32,123430
CustomerId_4398,-84,4,4050
CustomerId_4399,-86,9,32190
CustomerId_440,-22,1,500
CustomerId_4401,-84,30,70000
CustomerId_4402,-49,1,500
CustomerId_4403,-89,8,5010
CustomerId_4406,-89,119,203847
CustomerId_4408,-60,28,52298
CustomerId_4409,-44,1,2000
CustomerId_4412,-53,2,2000
CustomerId_4413,-46,11,29820
CustomerId_4414,-80,43,296009
CustomerId_4415,-2,1,2000
CustomerId_4416,-88,40,60404
CustomerId_4417,-20,91,83835
CustomerId_4418,-29,2,4000
CustomerId_442,-86,33,75650
CustomerId_4420,-90,19,134825
CustomerId_4421,-85,90,170390
CustomerId_4422,-51,1,10000
CustomerId_4423,-62,1,1000
CustomerId_4424,-88,22,101480
CustomerId_4425,-43,5,31200
CustomerId_4426,-90,34,44998
CustomerId_4427,-36,12,14930
CustomerId_4428,-78,15,23738
CustomerId_4429,-81,26,25175
CustomerId_443,-5,5,81154
CustomerId_4430,-89,17,28310
CustomerId_4431,-90,118,238248
CustomerId_4433,-85,5,32000
CustomerId_4434,-34,10,7150
CustomerId_4435,-75,8,6040
CustomerId_4436,-44,1,2000
CustomerId_4437,-88,56,411800
CustomerId_4438,-87,146,1302585
CustomerId_444,-86,49,82425
CustomerId_4440,-8,4,4040
CustomerId_4442,-90,29,27350
CustomerId_4443,-89,57,373400
CustomerId_4444,-10,1,500
CustomerId_4445,-56,7,13000
CustomerId_4446,-1,2,1000
CustomerId_4447,-82,1,2000
CustomerId_4449,-1,13,51934
CustomerId_4450,-89,5,4050
CustomerId_4451,-43,6,5700
CustomerId_4453,-19,54,29296540
CustomerId_4454,-86,36,4157040
CustomerId_4455,-60,10,4590
CustomerId_4456,-82,33,245058
CustomerId_4457,-54,1,500
CustomerId_4458,-85,5,32000
CustomerId_4459,-29,1,1000
CustomerId_446,-78,26,182000
CustomerId_4461,-54,2,7895
CustomerId_4462,-57,2,80000
CustomerId_4465,-37,1,1000
CustomerId_4466,-45,11,126404
CustomerId_4468,-6,1,1000
CustomerId_4469,-90,19,102000
CustomerId_447,-36,4,21000
CustomerId_4471,-71,28,39400
CustomerId_4472,-90,59,65500
CustomerId_4473,-87,80,333801
CustomerId_4476,-53,11,1452000
CustomerId_4477,-61,1,700
CustomerId_448,-30,156,273308
CustomerId_4481,-9,1,10000
CustomerId_4482,-53,4,3050
CustomerId_4483,-31,3,6250
CustomerId_4484,-90,13,102000
CustomerId_4485,-65,10,1373120
CustomerId_4486,-71,103,970000
CustomerId_4487,-71,9,62000
CustomerId_4488,-85,6,32000
CustomerId_4489,-12,1,1000
CustomerId_449,-88,16,122000
CustomerId_4490,-79,14,21200
CustomerId_4492,-85,10,62000
CustomerId_4493,-47,1,1000
CustomerId_4494,-39,1,10000
CustomerId_4495,-85,2,1050
CustomerId_4497,-15,1,10000
CustomerId_4498,-72,1,1000
CustomerId_4499,-85,6,60000
CustomerId_450,0,3,2550
CustomerId_4500,-64,4,32200
CustomerId_4501,-86,17,19450
CustomerId_4502,-15,133,161559
CustomerId_4504,-35,11,13560
CustomerId_4505,-88,47,68951
CustomerId_4507,-23,1,1000
CustomerId_4510,-89,32,287151
CustomerId_4512,-69,11,11080
CustomerId_4513,-66,1,1000
CustomerId_4517,-50,7,4500
CustomerId_4518,-57,166,277710
CustomerId_4519,-31,2,3000
CustomerId_452,-8,1,1000
CustomerId_4520,-74,3,4100
CustomerId_4524,-57,5,32000
CustomerId_4525,-88,89,397380
CustomerId_4526,-73,95,79351
CustomerId_4527,-78,10,72000
CustomerId_4528,-64,5,5020
CustomerId_453,-85,26,246000
CustomerId_4531,-48,1,1000
CustomerId_4532,-6,1,500
CustomerId_4533,-78,5,32000
CustomerId_4534,-36,1,2000
CustomerId_4537,-14,2,2000
CustomerId_4538,-35,5,34550
CustomerId_4539,-78,10,62000
CustomerId_4540,-82,50,125052
CustomerId_4541,-78,10,82000
CustomerId_4542,-89,18,61444
CustomerId_4543,-71,23,142000
CustomerId_4544,-31,8,40020
CustomerId_4545,-71,4,2000
CustomerId_4546,-12,4,16716
CustomerId_4547,-85,7,42000
CustomerId_4548,-90,27,18175
CustomerId_4549,-72,39,36285
CustomerId_455,-79,1,5000
CustomerId_4550,-57,35,295885
CustomerId_4552,-1,6,14500
CustomerId_4553,-36,1,500
CustomerId_4554,-12,72,100945
CustomerId_4555,-88,67,466400
CustomerId_4557,-85,5,32000
CustomerId_456,-85,39,197918
CustomerId_4560,-78,5,32000
CustomerId_4561,-89,61,261069
CustomerId_4562,-89,163,74320
CustomerId_4565,-84,167,480536
CustomerId_4567,-29,37,323200
CustomerId_4568,-89,59,40638
CustomerId_4569,-85,76,318539
CustomerId_457,-70,32,151242
CustomerId_4572,-37,1,1000
CustomerId_4573,-24,6,91755
CustomerId_4576,-51,3,2000
CustomerId_4577,-81,118,288634
CustomerId_4578,-90,68,269930
CustomerId_4579,-65,12,16240
CustomerId_4581,-33,9,7085
CustomerId_4583,-78,24,20990
CustomerId_4584,-12,19,43210
CustomerId_4585,-89,363,813106
CustomerId_4587,-88,38,23400
CustomerId_4588,-64,4,4020
CustomerId_4589,-78,10,72000
CustomerId_4590,-79,11,69450
CustomerId_4591,-36,14,92935
CustomerId_4592,0,3,204000
CustomerId_4593,-24,1,5000
CustomerId_4595,-28,1,500
CustomerId_4596,-70,1,15000
CustomerId_4598,-30,6,6240
CustomerId_46,-55,3,70000
CustomerId_4600,-85,22,127000
CustomerId_4601,-74,2,40000
CustomerId_4602,-89,75,399841
CustomerId_4603,-51,1,5000
CustomerId_4604,-77,14,11600
CustomerId_4605,-58,16,93465
CustomerId_4608,-1,2,525
CustomerId_4609,-49,11,10090
CustomerId_4610,-30,13,996000
CustomerId_4611,-21,3,3800
CustomerId_4612,-39,1,10000
CustomerId_4613,-48,41,182070
CustomerId_4615,-76,22,24615
CustomerId_4616,-79,14,32400
CustomerId_4617,-57,7,62000
CustomerId_4619,-85,6,42000
CustomerId_462,-75,20,74200
CustomerId_4620,-76,4,21500
CustomerId_4622,-23,4,6765
CustomerId_4623,-46,3,3040
CustomerId_4624,-87,64,69997
CustomerId_4625,-85,1,500
CustomerId_4626,-85,30,87490
CustomerId_4627,-85,35,282860
CustomerId_4629,-89,12,17405
CustomerId_4630,-7,1,500
CustomerId_4632,-48,1,1000
CustomerId_4633,-85,13,27640
CustomerId_4634,-78,23,37450
CustomerId_4636,-85,123,310262
CustomerId_4637,-85,22,152000
CustomerId_4639,-21,9,233643
CustomerId_4640,-1,5,30400
CustomerId_4641,-69,5,12220
CustomerId_4642,-61,2,510
CustomerId_4645,-78,7,55540
CustomerId_4647,-68,3,2575
CustomerId_4648,-1,1,1000
CustomerId_4649,-41,2,1000
CustomerId_4650,-45,1,2000
CustomerId_4651,-89,16,48073
CustomerId_4652,-30,1,1000
CustomerId_4653,-64,6,8010
CustomerId_4654,-89,6,16140
CustomerId_4655,-81,22,122000
CustomerId_4657,-65,24,97615
CustomerId_4658,-4,3,3656
CustomerId_4659,-84,13,16080
CustomerId_466,-57,1,10000
CustomerId_4660,-87,9,6715
CustomerId_4663,-68,28,133912
CustomerId_4664,-87,11,26110
CustomerId_4665,-15,7,51500
CustomerId_4666,-83,43,29530
CustomerId_4667,-66,10,21390
CustomerId_4669,-63,4,5000
CustomerId_467,-4,1,5000
CustomerId_4670,-27,6,152000
CustomerId_4671,-81,7,86356
CustomerId_4672,-89,22,817000
CustomerId_4673,-24,4,2000
CustomerId_4674,-36,3,1510
CustomerId_4677,-50,1,1000
CustomerId_4678,-4,2,1500
CustomerId_468,-79,7,137973
CustomerId_4680,-39,18,88854
CustomerId_4682,-62,6,9200
CustomerId_4683,-9,2,1000
CustomerId_4684,-20,3,2020
CustomerId_4685,-88,3,3040
CustomerId_4686,-36,17,112400
CustomerId_4687,-61,2,2000
CustomerId_4688,-6,5,11500
CustomerId_4689,-88,32,22020
CustomerId_4691,-13,3,3000
CustomerId_4693,-78,3,16000
CustomerId_4694,-56,10,6510
CustomerId_4697,-90,39,177325
CustomerId_4698,-12,5,8900
CustomerId_470,-78,19,153500
CustomerId_4701,-75,12,28050
CustomerId_4702,-78,9,62000
CustomerId_4703,-4,31,235580
CustomerId_4704,-88,32,55550
CustomerId_4706,-25,1,130000
CustomerId_4708,-89,51,234512
CustomerId_4709,-43,6,41000
CustomerId_471,-89,88,109547
CustomerId_4710,-90,30,231200
CustomerId_4711,-89,293,2290628
CustomerId_4712,-90,17,101600
CustomerId_4713,-88,21,50700
CustomerId_4714,-34,1,1000
CustomerId_4715,-43,5,31000
CustomerId_4716,-85,1,10000
CustomerId_4717,-82,1,10000
CustomerId_4719,-78,21,152000
CustomerId_4721,-47,3,3100
CustomerId_4722,-53,62,81890
CustomerId_4725,-85,23,152000
CustomerId_4727,-57,4,26000
CustomerId_4728,-88,49,186807
CustomerId_473,-33,3,3000
CustomerId_4730,-87,5,7630
CustomerId_4732,-24,57,100070
CustomerId_4734,-41,4,4050
CustomerId_4737,-74,8,34500
CustomerId_4738,-85,21,25300
CustomerId_474,-47,12,24500
CustomerId_4740,-41,7,5540
CustomerId_4741,-85,30,222000
CustomerId_4742,-46,7,13300
CustomerId_4744,-25,2,1500
CustomerId_4746,-15,8,46000
CustomerId_4748,-89,123,78705
CustomerId_4749,-55,7,7500
CustomerId_4750,-34,1,10000
CustomerId_4753,-84,44,32965
CustomerId_4754,-40,3,1630
CustomerId_4755,-41,1,5000
CustomerId_4756,-13,2,10000
CustomerId_4757,-87,16,14230
CustomerId_4759,-88,47,20305
CustomerId_476,-78,5,32000
CustomerId_4763,-27,1,5000
CustomerId_4766,-70,10,22325
CustomerId_4768,-47,33,29300
CustomerId_4769,-22,1,130000
CustomerId_4770,-22,6,41000
CustomerId_4772,-7,1,500
CustomerId_4773,-37,4,16000
CustomerId_4774,-85,78,734200
CustomerId_4775,-89,88,277110
CustomerId_4776,-6,4,1560
CustomerId_4777,-53,10,10000
CustomerId_4779,-64,5,32000
CustomerId_478,-43,5,31200
CustomerId_4781,-34,18,21646
CustomerId_4782,-90,73,93190
CustomerId_4784,-85,1,1000
CustomerId_4785,-89,122,138895
CustomerId_4786,-61,1,500
CustomerId_4787,-76,7,9575
CustomerId_4788,-36,6,41000
CustomerId_4789,-8,1,500
CustomerId_4790,-52,1,10000
CustomerId_4791,-84,49,54730
CustomerId_4792,-15,1,10000
CustomerId_4794,-44,40,41565
CustomerId_4796,-27,4,1510
CustomerId_4799,-75,6,5020
CustomerId_480,-89,13,112000
CustomerId_4801,-87,249,219030
CustomerId_4803,-36,8,33000
CustomerId_4805,-78,17,122000
CustomerId_4806,-75,24,72388
CustomerId_4808,-30,3,86000
CustomerId_4809,-87,40,224538
CustomerId_4812,-87,62,426994
CustomerId_4813,-89,122,217344
CustomerId_4814,-70,81,230606
CustomerId_4815,-36,7,61000
CustomerId_4816,-69,19,41260
CustomerId_4817,-88,186,570774
CustomerId_4818,-40,16,131538
CustomerId_482,-78,1,10000
CustomerId_4822,-86,16,9600
CustomerId_4823,-3,2,2500
CustomerId_4824,-78,92,765000
CustomerId_4825,-74,1,1000
CustomerId_4826,-78,1,10000
CustomerId_4827,-85,100,108452
CustomerId_4828,-70,11,13450
CustomerId_483,-89,84,97640
CustomerId_4830,-74,1,2000
CustomerId_4831,-35,1,1000
CustomerId_4832,-85,21,123000
CustomerId_4833,-85,47,274917
CustomerId_4834,-86,77,563593
CustomerId_4835,-29,10,62400
CustomerId_4836,-7,1,2000
CustomerId_4837,-78,12,62000
CustomerId_4838,-61,1,2000
CustomerId_4839,-76,17,13261
CustomerId_4840,-90,434,1024812
CustomerId_4841,-85,137,211608
CustomerId_4843,-83,38,47771
CustomerId_4845,-51,2,1200
CustomerId_4846,-85,184,1079924
CustomerId_4847,-78,26,152000
CustomerId_4848,-27,6,38030
CustomerId_485,-47,23,15460
CustomerId_4851,-35,6,47160
CustomerId_4854,-56,13,104400
CustomerId_4855,-6,4,1575
CustomerId_4856,-26,9,5055
CustomerId_4857,-78,6,32000
CustomerId_4858,-55,71,224726
CustomerId_4859,-24,1,200000
CustomerId_4861,-89,75,92665
CustomerId_4863,-57,3,1510
CustomerId_4864,-53,30,102600
CustomerId_4865,-8,3,21000
CustomerId_4866,-71,4,22000
CustomerId_4867,-85,48,185308
CustomerId_4868,-55,1,1000
CustomerId_487,-60,1,5000
CustomerId_4870,-83,17,15427
CustomerId_4872,-1,7,41400
CustomerId_4873,-86,194,992959
CustomerId_4875,-29,2,10000
CustomerId_4876,-79,1,5000
CustomerId_4877,-85,15,137645
CustomerId_4878,-41,205,50912840
CustomerId_4879,-76,8,4045
CustomerId_488,-89,11,73758
CustomerId_4880,-29,6,41000
CustomerId_4882,-89,108,290607
CustomerId_4884,-28,1,500
CustomerId_4887,-34,5,197500
CustomerId_4888,-85,136,1211940
CustomerId_4889,-74,10,538387
CustomerId_489,-9,1,50000
CustomerId_4891,-90,22,75250
CustomerId_4892,-78,23,169180
CustomerId_4893,-62,1,2000
CustomerId_4894,-24,3,2020
CustomerId_4895,-38,23,34375
CustomerId_4896,-88,34,176600
CustomerId_4898,-64,19,184249
CustomerId_4900,-49,10,11190
CustomerId_4901,-78,24,177000
CustomerId_4902,-61,3,15250
CustomerId_4903,-37,4,5040
CustomerId_4904,-7,8,4140
CustomerId_4906,-2,1,500
CustomerId_4908,-83,98,112343
CustomerId_491,-59,3,2050
CustomerId_4911,-61,2,510
CustomerId_4912,-61,61,698554
CustomerId_4913,-33,1,10000
CustomerId_4915,-64,3,3050
CustomerId_4917,-90,11,29800
CustomerId_492,-84,39,1297056
CustomerId_4920,-85,86,577220
CustomerId_4921,-27,2,16200
CustomerId_4922,-41,1,2000
CustomerId_4923,-27,10,22570
CustomerId_4924,-79,9,5735
CustomerId_4925,-56,5,5988800
CustomerId_4926,-89,108,419072
CustomerId_4927,-87,68,123188
CustomerId_4928,-86,75,82600
CustomerId_4929,-71,10,62000
CustomerId_493,-60,7,33350
CustomerId_4931,-78,1,2500
CustomerId_4932,-82,1,10000
CustomerId_4933,-64,6,4090
CustomerId_4934,-68,18,22160
CustomerId_4935,-83,6,14935
CustomerId_4936,-87,35,71390
CustomerId_4938,-76,19,31126
CustomerId_4939,-40,17,153481
CustomerId_494,-85,5,32000
CustomerId_4940,-36,20,132800
CustomerId_4941,-87,11,41470
CustomerId_4942,-66,16,111250
CustomerId_4943,-83,174,805050
CustomerId_4944,-67,177,646322
CustomerId_4945,-89,60,76946
CustomerId_4946,-75,35,62945
CustomerId_4947,-85,9,12440
CustomerId_4948,-13,8,7500
CustomerId_4949,-49,2,4000
CustomerId_495,-58,1,1000
CustomerId_4951,-55,1,2000
CustomerId_4953,-10,2,1680
CustomerId_4954,-85,68,86473
CustomerId_4955,-56,2,2000
CustomerId_4956,-84,4,5040
CustomerId_4957,-38,1,1000
CustomerId_4958,-89,15,12023
CustomerId_4959,-87,20,22700
CustomerId_496,-89,24,51460
CustomerId_4961,-85,10,62000
CustomerId_4963,-36,1,10000
CustomerId_4965,-4,3,2050
CustomerId_4966,-55,2,1500
CustomerId_4968,-85,5,32000
CustomerId_4969,-82,70,141188
CustomerId_497,-1,4,3550
CustomerId_4970,-4,6,8500
CustomerId_4971,-87,57,528100
CustomerId_4972,-31,1,80000
CustomerId_4973,-74,2,1000
CustomerId_4976,-43,5,31000
CustomerId_4977,-20,1,1000
CustomerId_4978,-89,61,269775
CustomerId_4979,-78,7,9925
CustomerId_498,-85,10,52000
CustomerId_4980,-89,14,92514
CustomerId_4982,-38,1,1000
CustomerId_4983,-77,59,91781
CustomerId_4984,-87,1,5000
CustomerId_4986,-76,1,10000
CustomerId_4987,-78,85,90090
CustomerId_4989,-86,11,63400
CustomerId_4990,-89,52,135440
CustomerId_4993,-30,1,5000
CustomerId_4994,-79,15,14400
CustomerId_4997,-82,86,978698
CustomerId_4998,-57,24,142445
CustomerId_4999,-85,20,176583
CustomerId_5,-6,1,10000
CustomerId_500,-25,8,28500
CustomerId_5000,-27,5,48800
CustomerId_5001,-74,7,7182
CustomerId_5002,-36,6,41000
CustomerId_5003,-86,1,1000
CustomerId_5004,-81,1,12000
CustomerId_5006,-89,23,71445
CustomerId_5007,-87,19,101161
CustomerId_5008,-79,7,6070
CustomerId_5009,-78,9,62000
CustomerId_501,-35,14,69000
CustomerId_5010,-77,6,3600
CustomerId_5013,-59,34,43762
CustomerId_5014,-80,18,14240
CustomerId_5015,-90,21,152000
CustomerId_5016,-86,24,165250
CustomerId_5018,-90,23,182000
CustomerId_5019,-89,28,43230
CustomerId_502,-61,1,2000
CustomerId_5021,-46,16,23380
CustomerId_5022,-82,24,63955
CustomerId_5024,-22,6,5070
CustomerId_5026,-89,15,122000
CustomerId_5027,-74,33,87325
CustomerId_5028,-5,2,525
CustomerId_5029,-88,6,20340
CustomerId_503,-22,8,61000
CustomerId_5030,-49,1,5000
CustomerId_5031,-81,24,36879
CustomerId_5032,-84,6,403750
CustomerId_5033,-82,12,6510
CustomerId_5034,-13,1,2000
CustomerId_5035,-66,2,285400
CustomerId_5036,-85,5,32000
CustomerId_5037,-54,3,2000
CustomerId_5039,-8,9,63400
CustomerId_504,-38,1,1000
CustomerId_5040,-88,36,320470
CustomerId_5041,-22,20,211400
CustomerId_5042,-67,4,1575
CustomerId_5043,-72,1,5000
CustomerId_5044,-78,13,91520
CustomerId_5045,-51,1,500
CustomerId_5046,-88,1,8000
CustomerId_5047,-69,36,57750
CustomerId_5048,-88,26,78988
CustomerId_5049,-77,13,12775
CustomerId_505,-7,1,500
CustomerId_5050,-58,1,1000
CustomerId_5051,-89,19,21380
CustomerId_5052,-58,4,11000
CustomerId_5054,-89,132,7443860
CustomerId_5056,-78,17,132000
CustomerId_5057,-85,88,124970
CustomerId_506,-4,2,1050
CustomerId_5060,-47,3,1510
CustomerId_5061,-89,1,5000
CustomerId_5065,-89,39,625250
CustomerId_5066,-18,1,10000
CustomerId_5067,-57,5,27200
CustomerId_5068,-22,8,100000
CustomerId_5069,-28,5,2575
CustomerId_507,0,2,2100
CustomerId_5073,-67,122,1270765
CustomerId_5074,-42,29,32340
CustomerId_5076,-78,5,31000
CustomerId_508,-86,70,401409
CustomerId_5080,-36,6,41000
CustomerId_5081,-71,51,48351
CustomerId_5082,-43,9,62000
CustomerId_5085,-58,16,72177
CustomerId_5087,-16,1,2000
CustomerId_5089,-15,1,500
CustomerId_509,-85,13,98000
CustomerId_5090,-85,30,174530
CustomerId_5091,-9,16,14500
CustomerId_5092,-85,11,62000
CustomerId_5094,-89,42,52765
CustomerId_5095,-40,1,50000
CustomerId_5097,-84,1,4000
CustomerId_5099,-83,1,5000
CustomerId_5100,-64,2,40000
CustomerId_5101,-13,7,34060
CustomerId_5103,-64,4,3050
CustomerId_5105,-47,8,1135000
CustomerId_5106,-57,2,100000
CustomerId_5107,-80,18,15783
CustomerId_5108,-85,27,179623
CustomerId_511,-85,1,2000
CustomerId_5111,-43,5,31000
CustomerId_5112,-22,5,5000
CustomerId_5113,-90,20,152000
CustomerId_5115,-23,3,8000
CustomerId_5116,-70,17,17040
CustomerId_5118,-78,9,62000
CustomerId_5119,-87,10,46540
CustomerId_5120,-61,1,10000
CustomerId_5121,-85,5,32000
CustomerId_5122,-36,79,717000
CustomerId_5123,-39,1,800000
CustomerId_5124,-71,1,10000
CustomerId_5126,-9,2,10000
CustomerId_5127,-35,3,2155
CustomerId_5128,-81,2,57680
CustomerId_5129,-90,42,40595
CustomerId_513,-7,12,17169
CustomerId_5130,-27,1,1000
CustomerId_5131,-52,1,5000
CustomerId_5132,-48,1,500
CustomerId_5133,-14,3,1550
CustomerId_5134,-78,5,32000
CustomerId_5137,-23,1,1000
CustomerId_5138,-86,308,2257225
CustomerId_5139,-48,1,1000
CustomerId_514,-54,2,20000
CustomerId_5140,-89,123,205575
CustomerId_5141,-31,4,91000
CustomerId_5142,-48,3,30000
CustomerId_5145,-71,2,1000
CustomerId_5146,-28,3,86000
CustomerId_5147,-71,7,42000
CustomerId_5148,-75,221,254795
CustomerId_5149,-87,3,1025
CustomerId_515,-89,181,1445927
CustomerId_5150,-85,12,92000
CustomerId_5152,-58,10,206810
CustomerId_5154,-47,1,10000
CustomerId_5155,-90,121,29763180
CustomerId_5156,-70,15,9750
CustomerId_5157,-88,23,151500
CustomerId_5159,-87,17,365560
CustomerId_516,-22,3,2050
CustomerId_5160,-37,8,11180
CustomerId_5162,-54,5,11000
CustomerId_5163,-36,5,40000
CustomerId_5164,-54,42,84157
CustomerId_5165,-71,2,510
CustomerId_5166,-75,9,195840
CustomerId_5167,-85,4,22000
CustomerId_5168,-85,15,104400
CustomerId_5169,-87,6,3510
CustomerId_517,-85,5,32000
CustomerId_5170,-24,12,14300
CustomerId_5171,-88,75,542196
CustomerId_5172,-81,52,414700
CustomerId_5173,-78,14,102000
CustomerId_5174,-89,86,39480
CustomerId_5175,-78,17,122000
CustomerId_5176,-1,4,20400
CustomerId_5177,-75,6,351072
CustomerId_5178,-85,5,32000
CustomerId_5179,-84,1,3000
CustomerId_518,-71,6,32000
CustomerId_5180,0,2,9762
CustomerId_5181,-85,9,62000
CustomerId_5183,-37,2,2000
CustomerId_5184,-56,1,500
CustomerId_5185,-28,1,80000
CustomerId_5186,-36,7,51000
CustomerId_5189,-63,2,2000
CustomerId_5192,-85,1,14590
CustomerId_5194,-48,50,140176
CustomerId_5196,-85,6,32000
CustomerId_5198,-4,19,79084
CustomerId_5199,-34,1,5000
CustomerId_520,-63,24,150549
CustomerId_5200,-85,12,100000
CustomerId_5201,-39,13,14660
CustomerId_5202,-85,7,62000
CustomerId_5203,-90,103,465800
CustomerId_5204,-83,14,47350
CustomerId_5206,-1,5,30400
CustomerId_5207,-85,20,122000
CustomerId_5208,-85,20,201000
CustomerId_521,-60,2,1002000
CustomerId_5210,-18,1,5000
CustomerId_5211,-80,72,536702
CustomerId_5212,-1,5,30400
CustomerId_5214,-2,2,2000
CustomerId_5216,-85,5,32000
CustomerId_5218,-88,31,43333
CustomerId_522,-9,3,610170
CustomerId_5221,-36,6,41000
CustomerId_5223,-16,12,31000
CustomerId_5225,-90,27,210000
CustomerId_5226,-88,15,100000
CustomerId_5227,-78,9,52400
CustomerId_5229,-85,36,234000
CustomerId_523,-40,11,14200
CustomerId_5231,-59,19,65848
CustomerId_5232,-79,14,217650
CustomerId_5233,-19,6,31000
CustomerId_5236,-89,72,130470
CustomerId_5237,-71,5,32000
CustomerId_5238,-39,35,329000
CustomerId_5239,-71,6,42000
CustomerId_524,-65,6,23040
CustomerId_5240,-22,9,71000
CustomerId_5242,-71,5,32000
CustomerId_5243,-20,2,5500
CustomerId_5245,-57,12,103000
CustomerId_5246,-70,1,1000
CustomerId_5248,-89,12,48000
CustomerId_5249,-78,9,62000
CustomerId_525,-78,4,22000
CustomerId_5251,-36,12,91000
CustomerId_5253,-36,6,41000
CustomerId_5254,-61,35,415990
CustomerId_5255,-12,1,50000
CustomerId_5256,-85,18,122000
CustomerId_5257,-36,12,120010
CustomerId_5258,-90,13,107000
CustomerId_5259,-90,14,102000
CustomerId_5260,-90,48,371000
CustomerId_5261,-90,43,273400
CustomerId_5262,-55,28,222400
CustomerId_5263,-85,13,87000
CustomerId_5264,-12,1,10000
CustomerId_5265,-90,18,102000
CustomerId_5266,-85,53,278015
CustomerId_5267,-30,3,86000
CustomerId_5269,-82,15,62000
CustomerId_527,-49,1,2000
CustomerId_5271,-90,35,222000
CustomerId_5272,-90,27,212000
CustomerId_5273,-80,9,104000
CustomerId_5274,-70,18,28038
CustomerId_5276,-83,3,6250
CustomerId_5277,-90,20,152000
CustomerId_5278,-85,5,32000
CustomerId_528,-87,16,78980
CustomerId_5280,-36,11,81000
CustomerId_5281,-85,7,32000
CustomerId_5282,-36,14,111000
CustomerId_5283,-29,29,2588000
CustomerId_5284,-42,11,13730
CustomerId_5285,-90,34,221000
CustomerId_5286,-90,37,291000
CustomerId_5287,-71,4,22000
CustomerId_5289,-8,16,132800
CustomerId_529,-71,19,19815
CustomerId_5290,-57,7,52000
CustomerId_5291,-85,6,32000
CustomerId_5292,-85,7,52000
